compound_short,compound_full,formula,mass,rt,cas_id
VPAnC64,Guanine,C5 H5 N5 O,151.048,6.48,73-40-5
VPAnC65,Xanthine,C5 H4 N4 O2,152.034,1.92,69-89-6
VPAnC66,Ribitol,C5 H12 O5,152.069,2.73,488-81-3
VPAnC67,3-Sulfinoalanine,C3 H7 N O4 S,153.01,6.98,1115-65-7
VPAnC68,3-Hydroxyanthranilic Acid,C7 H7 N O3,153.043,1.13,548-93-6
VPAnC69,Histidine,C6 H9 N3 O2,155.07,10.25,71-00-1
VPAnC70,Orotic Acid,C5 H4 N2 O4,156.017,1.43,65-86-1
VPAnC71,Dihydroorotic Acid,C5 H6 N2 O4,158.033,2.67,5988-19-2
VPAnC72,Allantoin,C4 H6 N4 O3,158.044,1.8,97-59-6
VPAnC73,2-Aminoadipic Acid,C6 H11 N O4,161.069,9.18,542-32-5
VPAnC74,3-Hydroxymethylglutaric Acid,C6 H10 O5,162.053,7.06,503-49-1
VPAnC75,5-Hydroxylysine,C6 H14 N2 O3,162.1,22.67,28902-93-4
VPAnC76,Fucose,C6 H12 O5,164.069,3.63,2438-80-4
VPAnC77,Phenylalanine,C9 H11 N O2,165.079,6.02,63-91-2
VPAnC78,6-Methylthiopurine,C6 H6 N4 S,166.027,1.53,50-66-8
VPAnC79,Pyridoxal,C8 H9 N O3,167.059,2.42,66-72-8
VPAnC80,Phosphoenolpyruvate,C3 H5 O6 P,167.982,10.21,138-08-9
VPAnC81,Uric Acid,C5 H4 N4 O3,168.029,2.8,69-93-2
VPAnC82,DOPAC,C8 H8 O4,168.041,1.43,102-32-9
VPAnC83,Cysteic Acid,C3 H7 N O5 S,169.004,4.35,498-40-8
VPAnC84,Pyridoxine,C8 H11 N O3,169.074,2.79,65-23-6
VPAnC85,3-Methylhistidine,C7 H11 N3 O2,169.085,10.76,368-16-1
VPAnC86,G3P,C3 H7 O6 P,169.998,10.24,591-57-1
VPAnC87,Glycerol 1-Phosphate / Glycerol 3-Phosphate,C3 H9 O6 P,172.014,10.07,17989-41-2
VPAnC88,Capric Acid,C10 H20 O2,172.146,1.29,334-48-5
VPAnC89,Hexanoylglycine,C8 H15 N O3,173.106,3.53,24003-67-6
VPAnC90,trans-Aconitic Acid,C6 H6 O6,174.016,8.79,4023-65-8
VPAnC91,cis-Aconitic Acid,C6 H6 O6,174.016,7.1,499-12-7
VPAnC92,N-alpha-Acetylasparagine,C6 H10 N2 O4,174.064,5.84,4033-40-3
VPAnC93,N-Acetylaspartic Acid,C6 H9 N O5,175.047,7.92,997-55-7
VPAnC94,Citrulline,C6 H13 N3 O3,175.096,9.28,372-75-8
VPAnC95,N-Carbamoyl-L-aspartic Acid,C5 H8 N2 O5,176.046,7.94,13184-27-5
VPAnC96,N-Formylmethionine,C6 H11 N O3 S,177.046,2.06,4289-98-9
VPAnC97,myo-Inositol,C6 H12 O6,180.064,5.02,87-89-8
VPAnC98,D-Glucose,C6 H12 O6,180.064,2.96,50-99-7
VPAnC99,Tyrosine,C9 H11 N O3,181.07,6.16,60-18-4
VPAnC100,4-Hydroxyphenyllactic Acid,C9 H10 O4,182.058,1.75,6482-98-0
VPAnC101,D-Galactitol,C6 H14 O6,182.079,3.65,608-66-2
VPAnC102,4-Pyridoxic Acid,C8 H9 N O4,183.06,1.75,82-82-6
VPAnC103,Phosphocholine,C5 H14 N O4 P,183.066,17.73,107-73-3
VPAnC104,2-Phosphoglyceric Acid,C3 H7 O7 P,185.993,10.27,23295-92-3
VPAnC105,N-alpha-Acetylglutamine,C7 H12 N2 O4,188.079,5.83,2490-97-3
VPAnC106,N-Acetylglutamic Acid,C7 H11 N O5,189.064,8.06,1188-37-0
VPAnC107,Citric Acid,C6 H8 O7,192.027,8.82,77-92-9
VPAnC108,Phenylacetylglycine,C10 H11 N O3,193.072,2.13,500-98-1
VPAnC109,Glucuronic Acid,C6 H10 O7,194.042,5.31,06556-12-3
VPAnC110,L-DOPA,C9 H11 N O4,197.065,6.18,59-92-7
VPAnC111,11-Dodecenoic acid,C12 H22 O2,198.162,1.19,65423-25-8
VPAnC112,Lauric Acid,C12 H24 O2,200.178,1.19,143-07-7
VPAnC113,Tryptophan,C11 H12 N2 O2,204.088,5.73,73-22-3
VPAnC114,Homocitric Acid,C7 H10 O7,206.043,8.4,3562-74-1
VPAnC115,N-Acetylphenylalanine,C11 H13 N O3,207.09,1.53,2018-61-3
VPAnC116,Phosphocreatine,C4 H10 N3 O5 P,211.036,10.86,67-07-2
VPAnC117,12-Tridecenoic acid,C13 H24 O2,212.176,1.19,6006-06-0
VPAnC118,Tridecanoic acid,C13 H26 O2,214.193,1.2,638-53-9
VPAnC119,Glycerylphosphorylethanolamine,C5 H14 N O6 P,215.056,10.06,1190-00-7
VPAnC120,12-Hydroxydodecanoic Acid,C12 H24 O3,216.172,1.52,505-95-3
VPAnC121,O-Succinylhomoserine,C8 H13 N O6,219.074,8.2,1492-23-5
VPAnC122,Pantothenic Acid,C9 H17 N O5,219.111,4.84,137-08-6
VPAnC123,GlcNAc,C8 H15 N O6,221.089,3.42,7512-17-6
VPAnC124,Cystathionine,C7 H14 N2 O4 S,222.067,11.25,56-88-2
VPAnC125,Myristoleic Acid,C14 H26 O2,226.193,1.18,544-64-9
VPAnC126,Deoxycytidine,C9 H13 N3 O4,227.096,5.01,951-77-9
VPAnC127,Ribose 5-Phosphate,C5 H11 O8 P,230.019,10.02,4300-28-1
VPAnC128,10Z-Pentadecenoic Acid,C15 H28 O2,240.209,1.17,84743-29-3
VPAnC129,Pentadecanoic Acid,C15 H30 O2,242.225,1.18,1002-84-2
VPAnC130,Cytidine,C9 H13 N3 O5,243.086,3.63,65-46-3
VPAnC131,Uridine,C9 H12 N2 O6,244.07,1.75,58-96-8
VPAnC132,Neopterin,C9 H11 N5 O4,253.074,4.44,2009-64-5
VPAnC133,Palmitoleic Acid,C16 H30 O2,254.225,1.19,373-49-9
VPAnC134,Palmitic Acid,C16 H32 O2,256.241,1.2,57-10-3
VPAnC135,Glycerol 1-phosphoserine,C6 H14 N O8 P,259.046,8.01,26289-09-8
VPAnC136,D-Glucose 6-phosphate,C6 H13 O9 P,260.03,10.25,56-73-5
VPAnC137,Thiamine,C12 H16 N4 O S,264.104,23.04,59-43-8
VPAnC138,Inosine,C10 H12 N4 O5,268.081,2.64,58-63-9
VPAnC139,Estradiol-17alpha,C18 H24 O2,272.18,0.91,57-91-0
VPAnC140,Myoinositol-methyl-phosphate,C7 H15 O9 P,274.046,6.72,00-00-004
VPAnC141,Linoleic Acid,C18 H32 O2,280.24,1.19,60-33-3
VPAnC142,Oleic Acid,C18 H34 O2,282.256,1.18,112-80-1
VPAnC143,Guanosine,C10 H13 N5 O5,283.092,3.12,118-00-3
VPAnC144,Xanthosine,C10 H12 N4 O6,284.076,2.51,146-80-5
VPAnC145,Stearic Acid,C18 H36 O2,284.272,1.19,57-11-4
VPAnC146,Orotidine,C10 H12 N2 O8,288.059,1.59,2149-82-8
VPAnC147,Ophthalmic Acid,C11 H19 N3 O6,289.127,8.69,495-27-2
VPAnC148,Sedoheptulose 7-phosphate,C7 H15 O10 P,290.041,9.99,2646-35-7
VPAnC149,L-Arginosuccinic Acid,C10 H18 N4 O6,290.123,10.64,2387-71-5
VPAnC150,13S-HOTrE,C18 H30 O3,294.214,1.2,74784-20-6
VPAnC151,Ricinoleic Acid,C18 H34 O3,298.251,1.22,141-22-0
VPAnC152,GlcNAc-1P,C8 H16 N O9 P,301.056,10.69,28446-21-1
VPAnC153,Arachidonic Acid,C20 H32 O2,304.24,1.18,506-32-1
VPAnC154,Dihomo-gamma-linolenic Acid,C20 H34 O2,306.256,1.18,1783-84-2
VPAnC155,Glutathione,C10 H17 N3 O6 S,307.084,8.36,70-18-8
VPAnC156,dUMP,C9 H13 N2 O8 P,308.041,9.41,964-26-1
VPAnC157,"11Z,14Z-Eicosadienoic Acid (20:2 n-6)",C20 H36 O2,308.269,1.18,2091-39-6
VPAnC158,Neu5Ac,C11 H19 N O9,309.106,6.05,131-48-6
VPAnC159,CMP,C9 H14 N3 O8 P,323.052,10.56,63-37-6
VPAnC160,UMP,C9 H13 N2 O9 P,324.036,9.39,58-97-9
VPAnC161,12Z-Heneicosenoic Acid,C21 H40 O2,324.303,1.12,3515-84-2
VPAnC162,Docosahexaenoic Acid (22:6 n-3),C22 H32 O2,328.24,1.18,6217-54-5 
VPAnC163,Docosapentaenoic Acid,C22 H34 O2,330.258,1.18,24880-45-3
VPAnC164,Adrenic Acid (22:4 n-6),C22 H36 O2,332.272,1.17,28874-58-0
VPAnC165,3-Phosphoglyceroinositol,C9 H19 O11 P,334.067,6.91,00-00-006
VPAnC166,LTB4,C20 H32 O4,336.233,0.76,71160-24-2
VPAnC167,"D-Fructose 1,6-bisphosphate",C6 H14 O12 P2,339.995,12.54,488-69-7
VPAnC168,AMP,C10 H14 N5 O7 P,347.063,10.09,61-19-8
VPAnC169,GMP,C10 H14 N5 O8 P,363.058,10.08,85-32-5
VPAnC170,Adrenoyl ethanolamide,C24 H41 N O2,375.309,1.14,150314-35-5
VPAnC171,S-Lactoylglutathione,C13 H21 N3 O8 S,379.105,8.08,54398-03-7
VPAnC172,Succinoadenosine,C14 H17 N5 O8,383.107,7.75,4542-23-8
VPAnC173,SAH,C14 H20 N6 O5 S,384.122,8.63,979-92-0
VPAnC174,dCDP,C9 H15 N3 O10 P2,387.023,10.85,800-73-7
VPAnC175,Palmitoyl dopamine,C24 H41 N O3,391.305,1.17,136181-87-8
VPAnC176,dTDP,C10 H16 N2 O11 P2,402.014,9.39,491-97-4
VPAnC177,CDP,C9 H15 N3 O11 P2,403.016,10.76,63-38-7
VPAnC178,UDP,C9 H14 N2 O12 P2,404.002,9.99,58-98-0
VPAnC179,dADP,C10 H15 N5 O9 P2,411.035,10.7,02793-06-8
VPAnC180,Linoleyl carnitine,C25 H45 N O4,423.335,7.19,36816-10-1
VPAnC181,ADP,C10 H15 N5 O10 P2,427.03,10.47,58-64-0
VPAnC182,Folic Acid,C19 H19 N7 O6,441.14,8.27,59-30-3
VPAnC183,GDP,C10 H15 N5 O11 P2,443.024,10.5,146-91-8
VPAnC184,Tetrahydrofolic Acid,C19 H23 N7 O6,445.172,8.27,135-16-0
VPAnC185,Cholesterol Sulfate,C27 H46 O4 S,466.312,0.76,1256-86-6
VPAnC186,LysoPE(18:2),C23 H44 N O7 P,477.284,6.08,00-00-011
VPAnC187,LysoPE(18:0),C23 H48 N O7 P,481.316,6.01,00-00-012
VPAnC188,dTTP,C10 H17 N2 O14 P3,481.989,10.04,365-08-2
VPAnC189,CTP,C9 H16 N3 O14 P3,482.982,10.8,65-47-4
VPAnC190,UTP,C9 H15 N2 O15 P3,483.969,10,63-39-8
VPAnC191,CDP-Choline,C14 H26 N4 O11 P2,488.107,12.14,987-78-0
VPAnC192,dATP,C10 H16 N5 O12 P3,491,10.76,1927-31-7
VPAnC193,ATP,C10 H16 N5 O13 P3,506.996,10.51,56-65-5
VPAnC194,GTP,C10 H16 N5 O14 P3,522.991,10.54,86-01-1
VPAnC195,ADP-Ribose,C15 H23 N5 O14 P2,559.072,7.15,20762-30-5
VPAnC196,dTDP-Glucose,C16 H26 N2 O16 P2,564.076,6.67,2196-62-5
VPAnC197,UDP-Galactose,C15 H24 N2 O17 P2,566.055,6.71,2956-16-3
VPAnC198,UDP-Glucose,C15 H24 N2 O17 P2,566.055,6.52,133-89-1
VPAnC199,UDP-Glucuronic acid,C15 H22 N2 O18 P2,580.034,7.18,2616-64-0
VPAnC200,ADP-Glucose,C16 H25 N5 O15 P2,589.082,7.49,102129-65-7
VPAnC201,GDP-Glucose,C16 H25 N5 O16 P2,605.077,7.43,5750-57-2
VPAnC202,UDP-GalNAc,C17 H27 N3 O17 P2,607.083,6.85,7277-98-7
VPAnC203,UDP-GlcNAc,C17 H27 N3 O17 P2,607.083,6.66,528-04-1
VPAnC204,GSSG,C20 H32 N6 O12 S2,612.152,10.23,27025-41-8
VPAnC205,NAD,C21 H27 N7 O14 P2,663.109,9.25,53-84-9
VPAnC206,NADH,C21 H29 N7 O14 P2,665.125,7.04,59-68-4
VPAnC207,PE(32:0),C37 H74 N O8 P,691.507,4.68,5681-36-7
VPAnC208,NADP,C21 H28 N7 O17 P3,743.075,11.6,53-59-8
VPAnC209,PC(36:4),C44 H80 N O8 P,781.559,7.91,00-00-021
VPAnC210,FAD,C27 H33 N9 O15 P2,785.157,6.98,146-14-5
VPAnC211,Acetyl-CoA,C23 H38 N7 O17 P3 S,809.126,9.65,72-89-9
